Sr.No,Round,Institute,Program,Stream,Quota,Category,Opening Rank,Closing Rank
427,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Apparel & Production Management (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,8142.0,8844
445,Round 1,Jadavpur University,B.Pharm/Pharmaceutical Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,445.0,1607
449,Round 1,"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,Home State,Tuition Fee Waiver,521.0,750
457,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering (Cyber Security) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,7726.0,8273
458,Round 1,Jadavpur University,Construction Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,1796.0,2232
459,Round 1,Jadavpur University,Food Technology And Bio Chemical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,1799.0,1871
489,Round 1,University Of Calcutta,Optics & Optoelectronics (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,3425.0,3425
490,Round 1,University Of Calcutta,Polymer Science & Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,2817.0,2817
496,Round 1,"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Artificial Intelligence And Machine Learning (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,6705.0,7844
528,Round 1,"Kaji Nazrul University, Asansol",Computer Science & Engineering (Data Science),B.E/B. Tech,All India,Open,1270.0,5710
532,Round 1,"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering (Data Science),B.E/B. Tech,All India,Open,8423.0,27603
536,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering (Data Science),B.E/B. Tech,All India,Open,3808.0,9506
537,Round 1,"Future Institute of Engineering & Management, Sonarpur",Computer Science & Engineering (Data Science),B.E/B. Tech,All India,Open,16040.0,31227
538,Round 1,"Techno Main Salt Lake, Sector-V, Salt Lake",Computer Science & Engineering (Data Science),B.E/B. Tech,All India,Open,4435.0,6128
539,Round 1,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Data Science),B.E/B. Tech,All India,Open,1967.0,4256
544,Round 1,"Future Institute of Technology, Boral, Garia",Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology),B.E/B. Tech,All India,Open,14621.0,45073
546,Round 1,Swami Vivekananda University,Data Science,B.E/B. Tech,All India,Open,6563.0,45431
548,Round 1,Jadavpur University,Architectural Engineering,B.E/B. Tech,Home State,Open,1059.0,2286
555,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,All India,Open,7780.0,21643
558,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,All India,Open,776.0,8149
559,Round 1,"Future Institute of Technology, Boral, Garia",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,All India,Open,8969.0,41456
561,Round 1,"Techno Main Salt Lake, Sector-V, Salt Lake",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,All India,Open,1782.0,5500
562,Round 1,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,All India,Open,863.0,3283
563,Round 1,Jadavpur University,Architectural Engineering,B.E/B. Tech,All India,Open,711.0,791
564,Round 1,University Of Calcutta,Optics & Optoelectronics,B.E/B. Tech,All India,Open,941.0,1617
573,Round 1,"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Artificial Intelligence And Machine Learning,B.E/B. Tech,All India,Open,7897.0,15350
582,Round 1,University Of Calcutta,Polymer Science & Technology,B.E/B. Tech,All India,Open,1645.0,2832
589,Round 1,Jadavpur University,Food Technology And Bio Chemical Engineering,B.E/B. Tech,All India,Open,647.0,683
593,Round 1,Jadavpur University,Food Technology And Bio Chemical Engineering,B.E/B. Tech,Home State,Open,1061.0,1452
620,Round 1,Jadavpur University,Construction Engineering,B.E/B. Tech,All India,Open,568.0,625
626,Round 1,"Hemnalini Memorial College of Engineering, Haringhata",Civil And Environmental Engineering,B.E/B. Tech,All India,Open,16107.0,63553
627,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering (Cyber Security),B.E/B. Tech,All India,Open,1810.0,9317
631,Round 1,Jadavpur University,Construction Engineering,B.E/B. Tech,Home State,Open,1095.0,1564
669,Round 1,Jadavpur University,B.Pharm/Pharmaceutical Technology,B.E/B. Tech,All India,Open,224.0,847
676,Round 1,Jadavpur University,B.Pharm/Pharmaceutical Technology,B.E/B. Tech,Home State,Open,1456.0,2346
695,Round 1,"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,Open,567.0,2054
698,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Apparel & Production Management,B.E/B. Tech,Home State,Open,7186.0,12994
705,Round 1,"Jis College of Engineering, Kalyani, Nadia",Agricultural Engineering,B.E/B. Tech,All India,Open,8323.0,30863
706,Round 1,"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,B.E/B. Tech,All India,Open,1249.0,2727
707,Round 1,"Techno Main Salt Lake, Sector-V, Salt Lake",Food Technology,B.E/B. Tech,All India,Open,2488.0,29518
708,Round 1,"Hemnalini Memorial College of Engineering, Haringhata",Food Technology,B.E/B. Tech,All India,Open,22803.0,42880
709,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology,B.E/B. Tech,All India,Open,11954.0,29438
710,Round 1,"Guru Nanak Institute of Technology, Panihati, Sodepur",Food Technology,B.E/B. Tech,All India,Open,14343.0,38155
712,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,B.E/B. Tech,Home State,Open,4009.0,9643
713,Round 1,"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology,B.E/B. Tech,Home State,Open,5366.0,8780
714,Round 1,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Food Technology,B.E/B. Tech,Home State,Open,6398.0,11388
715,Round 1,"Techno India University, Salt Lake",Biotechnology,B.E/B. Tech,All India,Open,1702.0,13568
716,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology,B.E/B. Tech,All India,Open,7480.0,23817
717,Round 1,"Heritage Institute of Technology, Kolkata",Biotechnology,B.E/B. Tech,All India,Open,2589.0,10248
719,Round 1,"Netaji Subhas Engineering College, Garia, Kolkata",Biomedical Engineering,B.E/B. Tech,All India,Open,4812.0,31877
720,Round 1,"Kaji Nazrul University, Asansol",Mining Engineering,B.E/B. Tech,All India,Open,5300.0,11507
721,Round 1,West Bengal University of Animal & Fishery Sciences,Dairy Technology,B.E/B. Tech,Home State,Open,2769.0,6877
723,Round 1,"Kaji Nazrul University, Asansol",Metallurgical And Materials Engineering,B.E/B. Tech,All India,Open,4215.0,11175
725,Round 1,"Govt. College of Engg. & Textile Technology, Berhampore",Textile Technology,B.E/B. Tech,Home State,Open,3606.0,10752
726,Round 1,Jadavpur University,Production Engineering,B.E/B. Tech,All India,Open,401.0,473
727,Round 1,"Jis College of Engineering, Kalyani, Nadia",Biomedical Engineering,B.E/B. Tech,All India,Open,6919.0,19526
730,Round 1,Jadavpur University,Production Engineering,B.E/B. Tech,Home State,Open,543.0,837
765,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Chemical Engineering,B.E/B. Tech,All India,Open,5885.0,17625
766,Round 1,"Heritage Institute of Technology, Kolkata",Chemical Engineering,B.E/B. Tech,All India,Open,3627.0,9715
767,Round 1,"Abacus Institute of Engineering & Management, Mogra, Hooghly",Mechanical Engineering,B.E/B. Tech,All India,Open,11666.0,50428
768,Round 1,University Of Calcutta,Chemical Engineering,B.E/B. Tech,All India,Open,767.0,1599
769,Round 1,Jadavpur University,Chemical Engineering,B.E/B. Tech,Home State,Open,402.0,624
770,Round 1,"Future Institute of Engineering & Management, Sonarpur",Mechanical Engineering,B.E/B. Tech,All India,Open,19375.0,63734
773,Round 1,"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",Mechanical Engineering,B.E/B. Tech,All India,Open,34544.0,61500
774,Round 1,"Dream Institute of Technology, Bishnupur, 24-Parganas-South",Mechanical Engineering,B.E/B. Tech,All India,Open,16251.0,60842
775,Round 1,"Durgapur Institute of Advanced Technology & Management, Durgapur",Mechanical Engineering,B.E/B. Tech,All India,Open,30172.0,57690
776,Round 1,"Techno Main Salt Lake, Sector-V, Salt Lake",Mechanical Engineering,B.E/B. Tech,All India,Open,6793.0,18530
777,Round 1,"Adamas University, Barasat",Mechanical Engineering,B.E/B. Tech,All India,Open,38512.0,63124
778,Round 1,"Techno India University, Salt Lake",Mechanical Engineering,B.E/B. Tech,All India,Open,7782.0,16931
779,Round 1,"Aliah University, New Town",Mechanical Engineering,B.E/B. Tech,Home State,Open,4418.0,7776
780,Round 1,Swami Vivekananda University,Mechanical Engineering,B.E/B. Tech,All India,Open,31485.0,56519
781,Round 1,"Calcutta Institute of Technology, Uluberia, Howrah",Chemical Engineering,B.E/B. Tech,All India,Open,4755.0,28348
827,Round 1,"Asansol Engineering College, Asansol, Burdwan",Mechanical Engineering,B.E/B. Tech,All India,Open,18276.0,54268
828,Round 1,"Academy of Technology, Adisaptagram, Hooghly",Mechanical Engineering,B.E/B. Tech,All India,Open,15480.0,35043
829,Round 1,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Mechanical Engineering,B.E/B. Tech,Home State,Open,5865.0,10613
831,Round 1,University Of Calcutta,Information Technology,B.E/B. Tech,All India,Open,507.0,766
832,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Mechanical Engineering,B.E/B. Tech,Home State,Open,4041.0,9961
833,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,B.E/B. Tech,Home State,Open,1548.0,2222
834,Round 1,"Netaji Subhas Engineering College, Garia, Kolkata",Information Technology,B.E/B. Tech,All India,Open,5763.0,14056
835,Round 1,"Rcc Institute of Information Technology, Kolkata",Information Technology,B.E/B. Tech,All India,Open,9114.0,14370
836,Round 1,"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Information Technology,B.E/B. Tech,All India,Open,7193.0,10844
837,Round 1,"Techno International New Town, Rajarhat, New Town",Information Technology,B.E/B. Tech,All India,Open,8186.0,22243
839,Round 1,"Siliguri Institute of Technology, Siliguri",Information Technology,B.E/B. Tech,All India,Open,22167.0,49799
840,Round 1,"Seacom Engineering College, Sankrail, Howrah",Information Technology,B.E/B. Tech,All India,Open,28931.0,59008
841,Round 1,Jadavpur University,Information Technology,B.E/B. Tech,Home State,Open,89.0,192
842,Round 1,"Techno Main Salt Lake, Sector-V, Salt Lake",Information Technology,B.E/B. Tech,All India,Open,3868.0,5615
844,Round 1,Jadavpur University,Information Technology,B.E/B. Tech,All India,Open,59.0,87
845,Round 1,"Maulana Abul Kalam Azad University of Technology, West Bengal",Information Technology,B.E/B. Tech,All India,Open,1670.0,2549
846,Round 1,"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",Automobile Engineering,B.E/B. Tech,All India,Open,20440.0,64546
847,Round 1,"Mckv Institute of Engineering, Liluah, Howrah",Automobile Engineering,B.E/B. Tech,All India,Open,18195.0,58717
848,Round 1,Jadavpur University,Chemical Engineering,B.E/B. Tech,All India,Open,355.0,399
849,Round 1,Jadavpur University,Mechanical Engineering,B.E/B. Tech,Home State,Open,274.0,514
850,Round 1,"Swami Vivekananda Institute of Science & Technology, Sonarpur",Mechanical Engineering,B.E/B. Tech,All India,Open,43686.0,63570
851,Round 1,"Techno International New Town, Rajarhat, New Town",Mechanical Engineering,B.E/B. Tech,All India,Open,15769.0,63023
852,Round 1,"Techno Engineering Collge Banipur, 24 Parganas-North",Mechanical Engineering,B.E/B. Tech,All India,Open,17560.0,62644
854,Round 1,"Seacom Engineering College, Sankrail, Howrah",Mechanical Engineering,B.E/B. Tech,All India,Open,26924.0,61447
855,Round 1,"Regent Education and Research Foundation, Barasat, Kolkata",Mechanical Engineering,B.E/B. Tech,All India,Open,28653.0,28653
856,Round 1,"Netaji Subhas Engineering College, Garia, Kolkata",Mechanical Engineering,B.E/B. Tech,All India,Open,15032.0,32246
857,Round 1,"Mallabhum Institute of Technology, Bishnupur, Bankura",Mechanical Engineering,B.E/B. Tech,All India,Open,38494.0,55678
858,Round 1,"Om Dayal Group of Institutions, Uluberia, Howrah",Mechanical Engineering,B.E/B. Tech,All India,Open,49784.0,56307
859,Round 1,"Nshm Knowledge Campus, Durgapur Group of Institutions",Mechanical Engineering,B.E/B. Tech,All India,Open,47107.0,53707
860,Round 1,Jadavpur University,Mechanical Engineering,B.E/B. Tech,All India,Open,203.0,267
861,Round 1,"Govt. College of Engg. & Textile Technology, Berhampore",Mechanical Engineering,B.E/B. Tech,Home State,Open,4802.0,7936
862,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering,B.E/B. Tech,Home State,Open,6807.0,9234
863,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Mechanical Engineering,B.E/B. Tech,Home State,Open,2325.0,4505
864,Round 1,"Dr. B. C. Roy Engineering College, Durgapur",Mechanical Engineering,B.E/B. Tech,All India,Open,12884.0,64394
865,Round 1,"College of Engineering and Management, Kolaghat",Mechanical Engineering,B.E/B. Tech,All India,Open,22199.0,64357
868,Round 1,"Camellia Institute of Technology & Management, Bainchi, Hooghly",Mechanical Engineering,B.E/B. Tech,All India,Open,53630.0,63298
869,Round 1,"Calcutta Institute of Technology, Uluberia, Howrah",Mechanical Engineering,B.E/B. Tech,All India,Open,17969.0,45198
870,Round 1,"Bengal College of Engineering & Technology, Durgapur",Mechanical Engineering,B.E/B. Tech,All India,Open,19443.0,64313
871,Round 1,"Bankura Unnayani Institute of Engineering, Bankura",Mechanical Engineering,B.E/B. Tech,All India,Open,17981.0,63954
873,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Mechanical Engineering,B.E/B. Tech,All India,Open,39113.0,63256
875,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Mechanical Engineering,B.E/B. Tech,All India,Open,8634.0,25804
876,Round 1,"Heritage Institute of Technology, Kolkata",Mechanical Engineering,B.E/B. Tech,All India,Open,2342.0,9046
880,Round 1,"Jis College of Engineering, Kalyani, Nadia",Mechanical Engineering,B.E/B. Tech,All India,Open,22026.0,64027
881,Round 1,"Hemnalini Memorial College of Engineering, Haringhata",Mechanical Engineering,B.E/B. Tech,All India,Open,16294.0,16294
882,Round 1,"Ideal Institute of Engineering, Kalyani",Mechanical Engineering,B.E/B. Tech,All India,Open,21940.0,63015
883,Round 1,"Hooghly Engineering & Technology College, Hooghly",Mechanical Engineering,B.E/B. Tech,All India,Open,27037.0,61377
884,Round 1,"Mckv Institute of Engineering, Liluah, Howrah",Mechanical Engineering,B.E/B. Tech,All India,Open,16374.0,64042
885,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Mechanical Engineering,B.E/B. Tech,All India,Open,10243.0,47591
886,Round 1,"Institute of Science and Technology, Paschim Medinipur",Mechanical Engineering,B.E/B. Tech,All India,Open,18438.0,59953
887,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Mechanical Engineering,B.E/B. Tech,All India,Open,22475.0,61574
888,Round 1,"Asansol Engineering College, Asansol, Burdwan",Information Technology,B.E/B. Tech,All India,Open,11092.0,28134
889,Round 1,Jadavpur University,Electrical Engineering,B.E/B. Tech,Home State,Open,150.0,298
891,Round 1,"Institute of Science and Technology, Paschim Medinipur",Electrical Engineering,B.E/B. Tech,All India,Open,37438.0,46060
892,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,18531.0,34032
893,Round 1,"Mckv Institute of Engineering, Liluah, Howrah",Electrical Engineering,B.E/B. Tech,All India,Open,18053.0,54030
894,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,18911.0,50844
895,Round 1,"Techno Main Salt Lake, Sector-V, Salt Lake",Electrical Engineering,B.E/B. Tech,All India,Open,6637.0,16051
896,Round 1,"Adamas University, Barasat",Electrical Engineering,B.E/B. Tech,All India,Open,12469.0,62326
897,Round 1,"Techno India University, Salt Lake",Electrical Engineering,B.E/B. Tech,All India,Open,4254.0,12332
900,Round 1,"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",Electrical Engineering,B.E/B. Tech,All India,Open,10203.0,57699
902,Round 1,"Jis College of Engineering, Kalyani, Nadia",Electrical Engineering,B.E/B. Tech,All India,Open,16890.0,64542
903,Round 1,"Imps College of Engineering & Technology, Malda",Electrical Engineering,B.E/B. Tech,All India,Open,17059.0,52500
904,Round 1,"Hooghly Engineering & Technology College, Hooghly",Electrical Engineering,B.E/B. Tech,All India,Open,15794.0,64581
905,Round 1,"Ideal Institute of Engineering, Kalyani",Electrical Engineering,B.E/B. Tech,All India,Open,6106.0,54512
906,Round 1,"Nshm Knowledge Campus, Durgapur Group of Institutions",Electrical Engineering,B.E/B. Tech,All India,Open,9043.0,61730
907,Round 1,"Netaji Subhas Engineering College, Garia, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,10380.0,27578
908,Round 1,"Murshidabad College of Engineering & Technology, Murshidabad",Electrical Engineering,B.E/B. Tech,All India,Open,9672.0,63836
909,Round 1,"Mallabhum Institute of Technology, Bishnupur, Bankura",Electrical Engineering,B.E/B. Tech,All India,Open,44302.0,61305
911,Round 1,"Regent Education and Research Foundation, Barasat, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,56566.0,56566
912,Round 1,"Seacom Engineering College, Sankrail, Howrah",Electrical Engineering,B.E/B. Tech,All India,Open,34285.0,60829
